name of media group,description of media group,headquarters of the media group,name of the radio station,description of the radio station,frequency of the radio station,programme,description,programme_lssl,schedule,podcast,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,healthwatchradio-afternoonharmony,17-20,1,Barbara,Mccormick,1960-12-09,Female,Reporter,Basketball Correspondent,russellsamuel
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,healthwatchradio-afternoonharmony,17-20,1,Beth,Black,1976-09-30,Female,Journalist,Soccer Journalist,william09
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,healthwatchradio-afternoonharmony,17-20,1,Dakota,Ramirez,1959-02-18,Male,Producer,Equestrian Journalist,christopherdorsey
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,healthwatchradio-afternoonharmony,17-20,1,Tony,Howard,1997-02-01,Female,Reporter,Sports Science Writer,kinglarry
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,healthwatchradio-afternoonharmony,17-20,1,Brandon,Page,1978-05-03,Female,Producer,Sports Science Writer,joseph34
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,healthwatchradio-afternoonharmony,17-20,1,Lisa,Horton,1984-06-30,Female,Analyst,Cycling Journalist,xwilliams
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Classic Countdown,Count down the classics with this nostalgic program.,healthwatchradio-classiccountdown,14-20,1,Richard,Matthews,2003-05-21,Male,Journalist,Basketball Correspondent,gsnyder
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Classic Countdown,Count down the classics with this nostalgic program.,healthwatchradio-classiccountdown,14-20,1,Michael,Gonzales,1986-01-08,Female,Journalist,Sports Medicine Correspondent,nicholashawkins
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Classic Countdown,Count down the classics with this nostalgic program.,healthwatchradio-classiccountdown,14-20,1,Jason,Miller,1956-07-22,Male,Host,Sports Science Writer,wolfjackson
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Sara,Johnson,1939-09-14,Male,Producer,High School Sports Reporter,kendra95
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Lisa,Schmidt,1989-09-25,Female,Producer,Athletics Commentator,albertlyons
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Alexis,Bond,1978-12-24,Male,Reporter,Youth Sports Correspondent,allenwallace
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Christopher,Carrillo,1959-10-21,Female,Journalist,Motorsports Journalist,ddunlap
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Hunter,Sims,1936-04-20,Female,Analyst,Basketball Correspondent,hurleymelanie
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Melanie,Jones,1985-04-06,Male,Reporter,Golf Writer,karen76
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Michael,Taylor,2004-12-09,Female,Journalist,College Sports Analyst,jasonbaldwin
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Lauren,Miller,1937-11-19,Female,Analyst,Esports Commentator,karenhunter
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,healthwatchradio-twilighttunes,14-20,0,Jesse,Foster,1952-12-27,Female,Host,Cricket Analyst,brandon85
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,healthwatchradio-happyhourhits,08-11,1,Matthew,Love,1952-10-24,Female,Reporter,Sports Medicine Correspondent,jrocha
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,healthwatchradio-happyhourhits,08-11,1,Denise,Smith,1938-10-13,Male,Producer,Esports Commentator,jennifermendoza
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,healthwatchradio-happyhourhits,08-11,1,Trevor,Jones,1950-06-09,Male,Journalist,Athletics Commentator,yflores
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,healthwatchradio-happyhourhits,08-11,1,Nancy,Jones,1977-11-02,Male,Commentator,Mixed Martial Arts (MMA) Reporter,kwalker
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,healthwatchradio-latenightjazz,22-23,1,Dawn,Moore,1990-09-28,Male,Producer,Hockey Reporter,chapmanjose
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,healthwatchradio-latenightjazz,22-23,1,Raymond,Mason,1935-05-06,Male,Reporter,High School Sports Reporter,jodi31
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,healthwatchradio-latenightjazz,22-23,1,William,Huang,1974-12-17,Female,Journalist,High School Sports Reporter,banksmary
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,healthwatchradio-latenightjazz,22-23,1,Sharon,Barker,1958-10-13,Female,Host,Olympics Correspondent,newtonhailey
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,healthwatchradio-latenightjazz,22-23,1,Nicole,Cortez,1972-01-22,Female,Journalist,Football Reporter,deandavid
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,healthwatchradio-latenightjazz,22-23,1,Paul,Harris,1942-03-22,Male,Commentator,Sports Medicine Correspondent,derrick28
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Wendy,May,1956-07-02,Male,Host,Football Reporter,vglover
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Kevin,Campbell,1946-07-20,Male,Reporter,Sports Business Journalist,brookstiffany
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Mary,Ramos,1967-10-17,Male,Journalist,Baseball Analyst,qalvarado
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,David,Avila,1934-03-28,Male,Journalist,Olympics Correspondent,rachel08
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Austin,Miller,1992-04-07,Female,Host,Football Reporter,smithcynthia
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Christina,Wilkinson,1936-12-03,Male,Host,Paralympics Reporter,hcaldwell
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Lisa,Ramirez,1953-03-31,Female,Commentator,High School Sports Reporter,rlee
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Joshua,Bowen,1963-01-27,Male,Commentator,Sports Science Writer,obryan
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Sean,Berry,1977-09-10,Female,Journalist,Boxing Reporter,lcarter
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Kyle,Christian,1955-10-14,Female,Commentator,Wrestling Commentator,hfriedman
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Mary,Cooper,1958-04-20,Male,Host,Olympics Correspondent,donaldjones
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Victoria,Benson,1992-08-13,Male,Reporter,Youth Sports Correspondent,kmoyer
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,HealthWatch Radio,Keeping an Eye on Public Health,105.3 FM,HealthWatch Radio - Country Crossroads,Explore the country music landscape with this program.,healthwatchradio-countrycrossroads,13-16,0,Kimberly,Simmons,1975-11-12,Male,Journalist,Mixed Martial Arts (MMA) Reporter,smithfelicia
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,paddlesportsfm-happyhourhits,08-11,1,Heather,Rodriguez,1996-06-28,Female,Journalist,Olympics Correspondent,nicoleporter
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,paddlesportsfm-happyhourhits,08-11,1,Travis,Brown,1962-12-19,Male,Analyst,Soccer Journalist,charles27
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,paddlesportsfm-happyhourhits,08-11,1,Alexander,Valdez,1933-04-27,Male,Producer,Esports Commentator,smithsarah
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Michael,Strong,1987-09-11,Female,Host,Extreme Sports Correspondent,cherylhoward
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Katherine,Harris,1967-12-05,Male,Host,Soccer Journalist,amandayoung
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Amy,Marsh,1988-02-15,Male,Reporter,Olympics Correspondent,gaillee
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Mark,Alexander,1990-10-31,Female,Host,Mixed Martial Arts (MMA) Reporter,christopher67
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Jasmine,Guzman,2004-10-13,Male,Producer,Equestrian Journalist,barronashley
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Calvin,Gross,1976-02-27,Male,Journalist,College Sports Analyst,umcfarland
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Philip,Boyd,1966-12-05,Female,Commentator,Olympics Correspondent,kerremma
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Adrienne,Lee,1998-05-16,Female,Analyst,Cricket Analyst,lauren22
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Kimberly,Davis,1944-02-28,Female,Commentator,Water Sports Reporter,tyler45
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Brittney,Diaz,1971-07-15,Female,Commentator,Tennis Commentator,phillipskayla
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Mark,Kelly,2003-12-09,Male,Journalist,Athletics Commentator,kyle84
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Melissa,Meyers,1936-02-21,Female,Analyst,Motorsports Journalist,tara22
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Michael,Hughes,1976-11-30,Male,Analyst,Basketball Correspondent,rebecca61
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Christopher,Mcguire,1934-08-02,Male,Reporter,Mixed Martial Arts (MMA) Reporter,janicewhite
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,paddlesportsfm-latenightjazz,22-23,1,Carrie,Dougherty,1984-02-14,Female,Journalist,Sports Business Journalist,znash
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Dana,Bailey,2001-11-04,Male,Analyst,Equestrian Journalist,chriscampos
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,James,Meyers,1981-02-26,Female,Reporter,Boxing Reporter,jonathan83
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Heather,Rodriguez,1996-06-28,Female,Reporter,Olympics Correspondent,nicoleporter
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Amber,Carlson,1942-11-12,Female,Journalist,Tennis Commentator,tylerfields
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Pamela,Spears,1943-02-07,Female,Journalist,Esports Commentator,amykennedy
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Aaron,Gibson,1986-07-17,Male,Host,Boxing Reporter,morrisrichard
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Wesley,Barnes,1995-07-23,Female,Reporter,Cricket Analyst,watsonkimberly
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Shane,Nash,2005-11-02,Male,Journalist,Water Sports Reporter,michaelwilliams
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,paddlesportsfm-latinlounge,14-20,0,Brittany,Christian,1936-08-17,Female,Producer,Extreme Sports Correspondent,ccarlson
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Elizabeth,Morgan,1982-04-25,Female,Commentator,Olympics Correspondent,seanwright
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Megan,Franklin,1981-04-24,Male,Journalist,High School Sports Reporter,jamesmarshall
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Mark,Bryant,1997-05-17,Male,Journalist,Motorsports Journalist,dodsonchristine
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Rachel,Garcia,2003-04-03,Female,Commentator,Youth Sports Correspondent,brenda86
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Timothy,Savage,1948-09-04,Female,Journalist,Tennis Commentator,kylegarrison
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Morgan,Morris,1970-05-24,Female,Commentator,Cycling Journalist,tsullivan
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Justin,Moore,1973-08-21,Male,Analyst,Cricket Analyst,cynthiagarza
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,paddlesportsfm-morningmelodies,08-11,0,Joanna,Matthews,1974-01-09,Male,Commentator,Equestrian Journalist,jamiewallace
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,paddlesportsfm-afternoonharmony,17-20,1,Cathy,Mccullough,1986-09-18,Female,Analyst,Golf Writer,kayla08
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,paddlesportsfm-afternoonharmony,17-20,1,Lisa,Schmidt,1989-09-25,Female,Analyst,Athletics Commentator,albertlyons
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,paddlesportsfm-afternoonharmony,17-20,1,Curtis,Leonard,1966-06-12,Female,Producer,Equestrian Journalist,renee26
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,paddlesportsfm-afternoonharmony,17-20,1,Mckenzie,Garcia,1978-12-30,Male,Journalist,Water Sports Reporter,eholland
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,paddlesportsfm-afternoonharmony,17-20,1,John,Crawford,1975-05-09,Female,Host,Rugby Correspondent,vickie97
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,paddlesportsfm-afternoonharmony,17-20,1,Austin,Berry,1936-04-26,Female,Host,Boxing Reporter,acevedojohn
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,paddlesportsfm-afternoonharmony,17-20,1,Amy,Marsh,1988-02-15,Male,Host,Olympics Correspondent,gaillee
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,James,Mills,1997-01-08,Female,Analyst,Winter Sports Analyst,christopherhouse
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,John,Johnson,1940-06-03,Female,Producer,Sports Medicine Correspondent,patriciasmith
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Beth,Black,1976-09-30,Female,Producer,Soccer Journalist,william09
CastillaMediaGroup,Castilian Chronicles Network,Valladolid,PaddleSports FM,Paddling into Exciting Watersports,107.6 FM,PaddleSports FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,paddlesportsfm-soulfulsessions,20-23,0,Angela,Graham,1963-11-26,Male,Journalist,High School Sports Reporter,donaldhunter
