Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Athletic Club Long Pants L 63.99  Summer Blend,Athletic Club,Long Pants,Full-length trousers or pants.,63.99,Sports and Exercise,Designed for sports and exercise activities.,L,,65,,,,Summer,,Blend,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,15%,"Almería, Spain",2,38120489712903,10/31,127.98,2019-06-17 17:53:07
Athletic Club Jersey L 53.32  All Seasons Polyester,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Suitable for any sports activity.,L,,31,Breathable,,,All Seasons,,Polyester,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,25%,"Jaén, Spain",3,5309707561426005,01/25,159.96,2022-10-05 18:41:18
Athletic Club Jersey L 53.32  Summer Blend,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Versatile athletic shirt for any sport.,L,,7,,,,Summer,,Blend,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,0%,"Cáceres, Spain",6,6011086304182978,08/31,319.92,2019-09-07 12:43:36
Athletic Club Boots XL Official 85.32 Football  Waterproof Lace-up,Athletic Club,Boots,Sports footwear designed for different activities.,85.32,Football,Ideal for football players and enthusiasts.,XL,Official,41,Waterproof,Football,,,Waterproof,,Lace-up,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Maestro,25%,"Ciudad, Spain",3,4667822550898640,11/33,255.95999999999998,2020-07-20 05:39:32
Athletic Club Pencil Case Official 13.86 Ink Compartment,Athletic Club,Pencil Case,"Container for storing pens, pencils, and other stationery.",13.86,School and Office,Useful for school and office organization.,,Official,76,Multi-Compartment,,Ink Compartment,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,10%,"Córdoba, Spain",4,4180879091445560,07/30,55.44,2020-12-08 19:54:47
Athletic Club Backpack  74.66 Multi-Compartment,Athletic Club,Backpack,"Bag worn on the back, designed to carry belongings.",74.66,Travel and Everyday Use,Ideal for travel and everyday use.,,,83,Laptop Compartment,,Multi-Compartment,,,,,Athletic Club - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,0%,"Vizcaya, Spain",5,4893008596639166,11/30,373.29999999999995,2024-02-11 19:14:33
Athletic Club Ball Official 26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,Official,73,,,,,,,,Athletic Club - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,0%,"La Coruña, Spain",3,4644765491411783,07/30,79.98,2023-05-12 03:52:07
Athletic Club Coat XL 138.66  Winter Cotton,Athletic Club,Coat,Outerwear garment for protection against cold weather.,138.66,Winter Activities,Designed to keep you warm during winter activities.,XL,,96,Wind-resistant,,,Winter,,Cotton,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,0%,"Barcelona, Spain",8,2245028358989384,11/27,1109.28,2020-09-14 16:46:02
Athletic Club Goalkeeper Gloves M Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,M,Official,66,,,,,,,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Mastercard,0%,"Soria, Spain",9,676373881454,07/29,863.91,2023-03-07 18:15:26
Athletic Club Goalkeeper Gloves S 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,S,,2,,,,,,,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,0%,"Madrid, Spain",11,4584971452205782,10/31,1055.8899999999999,2024-01-08 21:43:39
Athletic Club Shorts XS 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,XS,,95,,,,Winter,,Cotton,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Discover,0%,"Álava, Spain",11,3593395635461719,02/31,351.89,2021-07-01 23:39:23
Athletic Club Sweatshirt 3XL 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,58,,,,Summer,,Blend,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",,,,,,,,
Athletic Club Polo Shirt L 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,L,,2,,,,All Seasons,,Polyester,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 15 digit,15%,"Córdoba, Spain",1,4147558005226744,08/33,37.32,2023-11-16 04:54:42
Athletic Club Polo Shirt M Official 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,M,Official,109,,,,All Seasons,,Polyester,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,15%,"Castellón, Spain",4,213131041787819,10/27,149.28,2022-12-14 05:06:57
Athletic Club Jersey S 53.32  Summer Blend,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Versatile athletic shirt for any sport.,S,,25,,,,Summer,,Blend,,Athletic Club - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Maestro,0%,"Lleida, Spain",4,3550373133354836,07/27,213.28,2022-04-30 09:16:12
Athletic Club Socks S 10.66 All sports  Sweet fit,Athletic Club,Socks,Garments worn on the feet for comfort and warmth.,10.66,Sports and Exercise,Designed for sports and exercise routines.,S,,102,,All sports,,,Sweet,,fit,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Discover,0%,"Madrid, Spain",4,3569991043631263,01/27,42.64,2021-01-29 04:46:25
Athletic Club Goalkeeper Gloves L 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,L,,94,,,,,,,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,0%,"La Rioja, Spain",4,6547998826690440,03/31,383.96,2021-02-28 21:20:00
Athletic Club Pencil Case  13.86 Ink Compartment,Athletic Club,Pencil Case,"Container for storing pens, pencils, and other stationery.",13.86,School and Office,Useful for school and office organization.,,,53,Multi-Compartment,,Ink Compartment,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Diners Club / Carte Blanche,0%,"Cádiz, Spain",7,3523597495740034,06/32,97.02,2020-10-12 13:31:22
Athletic Club Cap XL Official 21.32 UV Protection,Athletic Club,Cap,"Headwear with a brim, often used for sports or casual wear.",21.32,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XL,Official,60,,,UV Protection,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,10%,"León, Spain",11,340059813564387,03/34,234.52,2021-09-08 05:12:23
Athletic Club Ball  26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,,94,,,,,,,,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",,,,,,,,
Athletic Club Polo Shirt 3XL 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,3XL,,2,,,,All Seasons,,Polyester,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"Salamanca, Spain",9,3511784831179689,04/27,335.88,2020-06-05 21:48:12
Athletic Club Goalkeeper Gloves 3XL Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,3XL,Official,17,,,,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,50%,"Badajoz, Spain",2,30150343105711,12/32,191.98,2023-11-01 05:48:14
Athletic Club Socks S Official 10.66 All sports  Sweet fit,Athletic Club,Socks,Garments worn on the feet for comfort and warmth.,10.66,Sports and Exercise,Designed for sports and exercise routines.,S,Official,70,,All sports,,,Sweet,,fit,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,15%,"Badajoz, Spain",1,3544379021014522,10/32,10.66,2021-11-21 23:35:01
Athletic Club Cap L Official 21.32 UV Protection,Athletic Club,Cap,"Headwear with a brim, often used for sports or casual wear.",21.32,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,L,Official,117,,,UV Protection,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,0%,"Castellón, Spain",2,377744962286769,01/34,42.64,2023-09-19 02:30:57
Athletic Club Shorts 2XL Official 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,2XL,Official,120,,,,Winter,,Cotton,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,5%,"La Rioja, Spain",8,3557759811697137,04/33,255.92,2019-06-11 09:56:44
Athletic Club Ball Official 26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,Official,43,,,,,,,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Mastercard,0%,"Cantabria, Spain",2,4411700050909373,07/28,53.32,2019-06-09 05:03:50
Athletic Club Bermuda Shorts 3XL Official 47.99  All Seasons Polyester,Athletic Club,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",47.99,Summer Activities,Perfect for staying cool during summer activities.,3XL,Official,35,UV Protection,,,All Seasons,,Polyester,,Athletic Club - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 13 digit,0%,"La Coruña, Spain",6,501898905655,02/33,287.94,2022-07-31 19:46:30
Athletic Club Boots M 85.32 Football  Waterproof Lace-up,Athletic Club,Boots,Sports footwear designed for different activities.,85.32,Football,Ideal for football players and enthusiasts.,M,,98,Waterproof,Football,,,Waterproof,,Lace-up,Athletic Club - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,0%,"Jaén, Spain",6,6011802682690246,06/33,511.91999999999996,2022-08-20 05:57:22
Athletic Club Jersey XL 53.32  Summer Blend,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Versatile athletic shirt for any sport.,XL,,89,,,,Summer,,Blend,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Discover,10%,"Cantabria, Spain",2,343965736479361,11/26,106.64,2022-08-07 09:52:12
Athletic Club Jersey 3XL Official 53.32  Summer Blend,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Versatile athletic shirt for any sport.,3XL,Official,60,,,,Summer,,Blend,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",,,,,,,,
Athletic Club Polo Shirt 2XL 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,2XL,,110,,,,All Seasons,,Polyester,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,0%,"Palencia, Spain",5,371017273268735,08/33,186.6,2022-10-13 01:06:51
Athletic Club Ball  26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,,83,,,,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Mastercard,0%,"Álava, Spain",1,060430672109,07/31,26.66,2019-07-20 14:50:55
Athletic Club Pencil Case  13.86 Ink Compartment,Athletic Club,Pencil Case,"Container for storing pens, pencils, and other stationery.",13.86,School and Office,Useful for school and office organization.,,,13,Multi-Compartment,,Ink Compartment,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,50%,"Huesca, Spain",5,639020689928,06/32,69.3,2023-10-16 23:38:37
Athletic Club Ball Official 26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,Official,61,,,,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Diners Club / Carte Blanche,0%,"Albacete, Spain",2,4738833513402,12/31,53.32,2021-08-14 05:38:30
Athletic Club Backpack Official 74.66 Multi-Compartment,Athletic Club,Backpack,"Bag worn on the back, designed to carry belongings.",74.66,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,22,Laptop Compartment,,Multi-Compartment,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Santa Cruz de Tenerife, Spain",3,373785670518757,04/28,223.98,2021-02-23 00:36:52
Athletic Club Bermuda Shorts M 47.99  All Seasons Polyester,Athletic Club,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",47.99,Summer Activities,Perfect for staying cool during summer activities.,M,,25,UV Protection,,,All Seasons,,Polyester,,Athletic Club - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Maestro,50%,"Barcelona, Spain",3,583176697915,01/30,143.97,2020-05-23 15:23:02
Athletic Club Boots XS Official 85.32 Football  Waterproof Lace-up,Athletic Club,Boots,Sports footwear designed for different activities.,85.32,Football,Ideal for football players and enthusiasts.,XS,Official,8,Waterproof,Football,,,Waterproof,,Lace-up,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Diners Club / Carte Blanche,15%,"Segovia, Spain",1,4137608863615,07/30,85.32,2021-04-14 19:56:28
Athletic Club Ball  26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,,6,,,,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,0%,"Cáceres, Spain",11,30248385195481,04/32,293.26,2023-11-28 00:35:11
Athletic Club Long Pants 3XL Official 63.99  Summer Blend,Athletic Club,Long Pants,Full-length trousers or pants.,63.99,Sports and Exercise,Designed for sports and exercise activities.,3XL,Official,115,,,,Summer,,Blend,,Athletic Club - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,10%,"Ciudad, Spain",6,4469951716095583,03/31,383.94,2021-07-03 19:57:56
Athletic Club Polo Shirt XL 37.32  All Seasons Polyester,Athletic Club,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",37.32,Casual Wear,Casual yet sporty attire for various occasions.,XL,,56,,,,All Seasons,,Polyester,,Athletic Club - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,10%,"Navarra, Spain",11,4176166937758109,11/31,410.52,2022-11-19 12:39:50
Athletic Club Socks XL Official 10.66 All sports  Sweet fit,Athletic Club,Socks,Garments worn on the feet for comfort and warmth.,10.66,Sports and Exercise,Designed for sports and exercise routines.,XL,Official,52,,All sports,,,Sweet,,fit,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",American Express,25%,"Sevilla, Spain",7,30488207994394,02/31,74.62,2023-12-17 17:01:42
Athletic Club Sweatshirt 3XL 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,7,,,,Summer,,Blend,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Baleares, Spain",3,676258329942,03/26,127.97999999999999,2020-06-17 13:09:42
Athletic Club Jersey XS 53.32  All Seasons Polyester,Athletic Club,Jersey,"Athletic shirt, often associated with sports teams.",53.32,Any Sport,Suitable for any sports activity.,XS,,87,Breathable,,,All Seasons,,Polyester,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,10%,"Teruel, Spain",9,2275392267609019,08/24,479.88,2023-03-27 21:54:20
Athletic Club Cap XL 21.32 UV Protection,Athletic Club,Cap,"Headwear with a brim, often used for sports or casual wear.",21.32,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XL,,116,,,UV Protection,,,,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,0%,"Cáceres, Spain",9,4973223479213002596,03/34,191.88,2022-01-10 05:03:58
Athletic Club Goalkeeper Gloves S Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,S,Official,72,,,,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Diners Club / Carte Blanche,0%,"Ceuta, Spain",8,4124456672352157,02/28,767.92,2022-04-15 23:17:10
Athletic Club Cap XL Official 21.32 UV Protection,Athletic Club,Cap,"Headwear with a brim, often used for sports or casual wear.",21.32,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XL,Official,7,,,UV Protection,,,,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,0%,"Tarragona, Spain",11,3585658149225809,10/29,234.52,2020-06-26 14:48:34
Athletic Club Goalkeeper Gloves S Official 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,S,Official,6,,,,,,,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Córdoba, Spain",12,6572434234345268,02/25,1151.8799999999999,2023-11-30 08:30:29
Athletic Club Shorts XS Official 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,XS,Official,57,,,,Winter,,Cotton,,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 13 digit,0%,"Salamanca, Spain",11,3545476597867017,04/32,351.89,2023-07-19 06:24:20
Athletic Club Socks M Official 10.66 All sports  Sweet fit,Athletic Club,Socks,Garments worn on the feet for comfort and warmth.,10.66,Sports and Exercise,Designed for sports and exercise routines.,M,Official,2,,All sports,,,Sweet,,fit,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,0%,"Valencia, Spain",4,180033750302369,06/31,42.64,2021-02-10 12:17:23
Athletic Club Backpack  74.66 Multi-Compartment,Athletic Club,Backpack,"Bag worn on the back, designed to carry belongings.",74.66,Travel and Everyday Use,Ideal for travel and everyday use.,,,61,Laptop Compartment,,Multi-Compartment,,,,,Athletic Club - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",,,,,,,,
Athletic Club Cap 2XL 21.32 UV Protection,Athletic Club,Cap,"Headwear with a brim, often used for sports or casual wear.",21.32,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,2XL,,22,,,UV Protection,,,,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",,,,,,,,
Athletic Club Ball  26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,,37,,,,,,,,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,10%,"Guadalajara, Spain",4,4747109055378,09/33,106.64,2023-02-18 13:32:31
Athletic Club Long Pants 3XL 63.99  Summer Blend,Athletic Club,Long Pants,Full-length trousers or pants.,63.99,Sports and Exercise,Designed for sports and exercise activities.,3XL,,21,,,,Summer,,Blend,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",American Express,0%,"Vizcaya, Spain",5,4925855252411,02/30,319.95,2019-09-19 16:14:22
Athletic Club Sweatshirt 3XL Official 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,3XL,Official,120,,,,Summer,,Blend,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Mastercard,0%,"Murcia, Spain",1,345166649084525,11/27,42.66,2022-10-07 09:08:17
Athletic Club Boots XS 85.32 Football  Waterproof Lace-up,Athletic Club,Boots,Sports footwear designed for different activities.,85.32,Football,Ideal for football players and enthusiasts.,XS,,53,Waterproof,Football,,,Waterproof,,Lace-up,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,0%,"Ourense, Spain",10,4319787542681283,12/33,853.1999999999999,2020-10-01 18:06:30
Athletic Club Boots S Official 85.32 Football  Waterproof Lace-up,Athletic Club,Boots,Sports footwear designed for different activities.,85.32,Football,Ideal for football players and enthusiasts.,S,Official,122,Waterproof,Football,,,Waterproof,,Lace-up,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Diners Club / Carte Blanche,0%,"Huelva, Spain",6,4960376929623936,01/26,511.91999999999996,2023-03-10 11:32:54
Athletic Club Long Pants S 63.99  Summer Blend,Athletic Club,Long Pants,Full-length trousers or pants.,63.99,Sports and Exercise,Designed for sports and exercise activities.,S,,66,,,,Summer,,Blend,,Athletic Club - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 15 digit,5%,"Córdoba, Spain",4,30367479866714,07/24,255.96,2019-07-29 05:20:05
Athletic Club Bermuda Shorts XS 47.99  All Seasons Polyester,Athletic Club,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",47.99,Summer Activities,Perfect for staying cool during summer activities.,XS,,33,UV Protection,,,All Seasons,,Polyester,,Athletic Club - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",,,,,,,,
Athletic Club Coat M 138.66  Winter Cotton,Athletic Club,Coat,Outerwear garment for protection against cold weather.,138.66,Winter Activities,Designed to keep you warm during winter activities.,M,,18,Wind-resistant,,,Winter,,Cotton,,Athletic Club - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 19 digit,10%,"Cantabria, Spain",1,4326891974854,03/29,138.66,2023-10-04 07:01:19
Athletic Club Goalkeeper Gloves XL 95.99,Athletic Club,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,95.99,Football,Specifically designed for football goalkeepers.,XL,,23,,,,,,,,Athletic Club - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Discover,0%,"Tarragona, Spain",12,4693341003131228983,01/25,1151.8799999999999,2020-09-11 04:12:54
Athletic Club Backpack  74.66 Multi-Compartment,Athletic Club,Backpack,"Bag worn on the back, designed to carry belongings.",74.66,Travel and Everyday Use,Ideal for travel and everyday use.,,,80,Laptop Compartment,,Multi-Compartment,,,,,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",American Express,25%,"La Rioja, Spain",11,3576067687486487,05/29,821.26,2019-08-17 15:58:24
Athletic Club Coat XS Official 138.66  Winter Cotton,Athletic Club,Coat,Outerwear garment for protection against cold weather.,138.66,Winter Activities,Designed to keep you warm during winter activities.,XS,Official,22,Wind-resistant,,,Winter,,Cotton,,Athletic Club - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,50%,"Pontevedra, Spain",1,340059813564387,03/34,138.66,2021-07-31 07:40:47
Athletic Club Sweatshirt 3XL 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,3XL,,120,,,,Summer,,Blend,,Athletic Club - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 16 digit,5%,"Cádiz, Spain",12,4052309701384905,05/26,511.91999999999996,2022-08-02 15:29:01
Athletic Club Shorts L 31.99  Winter Cotton,Athletic Club,Shorts,"Brief-length trousers, worn in warm weather or for sports.",31.99,Summer Activities,Great for staying cool during summer sports.,L,,108,,,,Winter,,Cotton,,Athletic Club - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"Málaga, Spain",5,6011523437007052,04/26,159.95,2022-08-27 09:28:38
Athletic Club Sweatshirt XL Official 42.66  Summer Blend,Athletic Club,Sweatshirt,"Casual, warm garment for chilly weather.",42.66,Casual Wear,Comfortable and casual wear for everyday use.,XL,Official,118,,,,Summer,,Blend,,Athletic Club - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 15 digit,15%,"Cuenca, Spain",3,4934526189642421,10/33,127.97999999999999,2021-01-13 09:29:00
Athletic Club Boots S 85.32 Football  Waterproof Lace-up,Athletic Club,Boots,Sports footwear designed for different activities.,85.32,Football,Ideal for football players and enthusiasts.,S,,19,Waterproof,Football,,,Waterproof,,Lace-up,Athletic Club - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Maestro,0%,"Cáceres, Spain",11,630441034547,05/33,938.52,2022-10-03 04:56:24
Athletic Club Ball  26.66,Athletic Club,Ball,Spherical object used in various sports and games.,26.66,Any Sport,Versatile ball for various sports and games.,,,123,,,,,,,,Athletic Club - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,50%,"Melilla, Spain",3,6011794608250033,12/33,79.98,2024-03-02 14:37:41
